Fragility_no,Infrastructure_class,Infrastructure_subclass,Metadata_description,Metadata_region,Metadata_author,Hazard_type,IM,IM_unit,Fragility_development_method,Fragility_distribution,No_of_damage_state,Damage_state_1,Damage_state_med_1,Damage_state_std_1,Damage_state_2,Damage_state_med_2,Damage_state_std_2,Damage_state_3,Damage_state_med_3,Damage_state_std_3,Damage_state_4,Damage_state_med_4,Damage_state_std_4,Fragility_description,Fragility_polynomial,Damage_state_5,Damage_state_med_5,Damage_state_std_5,,Ranking_score_IM,Ranking_score_NDS,Ranking_score_Region,Ranking_score_Normalized,Infrastructure_image,Metadata_file_name,Dispersion_type
508,transportation system,RC bridge,LupoiEtAl2005,Europe,"Lupoi A., Franchin P., Pinto P.E., Monti G., Seismic design of bridges accounting for spatial variability of ground motion, Earthquake Engineering and Structural Dynamics, 34, 327-348, 2005",earthquake,PGA,m/s2,Analytical - Nonlinear Dynamic,Discrete,1,Failure,0.5 0.75 1 2 3 3.5 4 5 6 7,0 0 0 0.003 0.006 0.007 0.029 0.113 0.279 0.493,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"LupoiEtAl2005, FFFFF, 900-300.xml",
509,transportation system,RC bridge,LupoiEtAl2005,Europe,"Lupoi A., Franchin P., Pinto P.E., Monti G., Seismic design of bridges accounting for spatial variability of ground motion, Earthquake Engineering and Structural Dynamics, 34, 327-348, 2005",earthquake,PGA,m/s2,Analytical - Nonlinear Dynamic,Discrete,1,Failure,0.5 0.75 1 2 3 3.5 4 5 6 7,0 0 0 0 0.032 0.077 0.147 0.375 0.6 0.807,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"LupoiEtAl2005, FFFFF, 900-900.xml",
510,transportation system,RC bridge,LupoiEtAl2005,Europe,"Lupoi A., Franchin P., Pinto P.E., Monti G., Seismic design of bridges accounting for spatial variability of ground motion, Earthquake Engineering and Structural Dynamics, 34, 327-348, 2005",earthquake,PGA,m/s2,Analytical - Nonlinear Dynamic,Discrete,1,Failure,0.5 0.75 1 2 3 3.5 4 5 6 7,0 0 0 0 0.025 0.077 0.148 0.384 0.658 0.849,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"LupoiEtAl2005, FFFFF, 900-inf.xml",
511,transportation system,RC bridge,LupoiEtAl2005,Europe,"Lupoi A., Franchin P., Pinto P.E., Monti G., Seismic design of bridges accounting for spatial variability of ground motion, Earthquake Engineering and Structural Dynamics, 34, 327-348, 2005",earthquake,PGA,m/s2,Analytical - Nonlinear Dynamic,Discrete,1,Failure,0.5 0.75 1 2 3 3.5 4 5 6 7,0 0 0 0.001 0.002 0.005 0.006 0.009 0.016 0.051,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"LupoiEtAl2005, FFFFF, inf-300.xml",
512,transportation system,RC bridge,LupoiEtAl2005,Europe,"Lupoi A., Franchin P., Pinto P.E., Monti G., Seismic design of bridges accounting for spatial variability of ground motion, Earthquake Engineering and Structural Dynamics, 34, 327-348, 2005",earthquake,PGA,m/s2,Analytical - Nonlinear Dynamic,Discrete,1,Failure,0.5 0.75 1 2 3 3.5 4 5 6 7,0 0 0 0 0.007 0.049 0.13 0.334 0.595 0.796,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"LupoiEtAl2005, FFFFF, inf-900.xml",
513,transportation system,RC bridge,LupoiEtAl2005,Europe,"Lupoi A., Franchin P., Pinto P.E., Monti G., Seismic design of bridges accounting for spatial variability of ground motion, Earthquake Engineering and Structural Dynamics, 34, 327-348, 2005",earthquake,PGA,m/s2,Analytical - Nonlinear Dynamic,Discrete,1,Failure,0.5 0.75 1 2 3 3.5 4 5 6 7,0 0 0 0 0.011 0.035 0.095 0.303 0.556 0.799,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"LupoiEtAl2005, FFFFF, inf-inf.xml",
514,transportation system,RC bridge,LupoiEtAl2005,Europe,"Lupoi A., Franchin P., Pinto P.E., Monti G., Seismic design of bridges accounting for spatial variability of ground motion, Earthquake Engineering and Structural Dynamics, 34, 327-348, 2005",earthquake,PGA,m/s2,Analytical - Nonlinear Dynamic,Discrete,1,Failure,0.5 0.75 1 2 3 3.5 4 5 6 7,0 0 0 0.025 0.182 0.347 0.533 0.807 0.937 0.986,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"LupoiEtAl2005, FFMFF, 300-300.xml",
515,transportation system,RC bridge,LupoiEtAl2005,Europe,"Lupoi A., Franchin P., Pinto P.E., Monti G., Seismic design of bridges accounting for spatial variability of ground motion, Earthquake Engineering and Structural Dynamics, 34, 327-348, 2005",earthquake,PGA,m/s2,Analytical - Nonlinear Dynamic,Discrete,1,Failure,0.5 0.75 1 2 3 3.5 4 5 6 7,0 0 0 0.003 0.102 0.25 0.43 0.739 0.908 0.968,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"LupoiEtAl2005, FFMFF, 300-900.xml",
516,transportation system,RC bridge,LupoiEtAl2005,Europe,"Lupoi A., Franchin P., Pinto P.E., Monti G., Seismic design of bridges accounting for spatial variability of ground motion, Earthquake Engineering and Structural Dynamics, 34, 327-348, 2005",earthquake,PGA,m/s2,Analytical - Nonlinear Dynamic,Discrete,1,Failure,0.5 0.75 1 2 3 3.5 4 5 6 7,0 0 0 0.003 0.102 0.253 0.432 0.698 0.881 0.958,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"LupoiEtAl2005, FFMFF, 300-inf.xml",
517,transportation system,RC bridge,LupoiEtAl2005,Europe,"Lupoi A., Franchin P., Pinto P.E., Monti G., Seismic design of bridges accounting for spatial variability of ground motion, Earthquake Engineering and Structural Dynamics, 34, 327-348, 2005",earthquake,PGA,m/s2,Analytical - Nonlinear Dynamic,Discrete,1,Failure,0.5 0.75 1 2 3 3.5 4 5 6 7,0 0 0 0.007 0.028 0.084 0.182 0.449 0.712 0.884,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"LupoiEtAl2005, FFMFF, 900-300.xml",
518,transportation system,RC bridge,LupoiEtAl2005,Europe,"Lupoi A., Franchin P., Pinto P.E., Monti G., Seismic design of bridges accounting for spatial variability of ground motion, Earthquake Engineering and Structural Dynamics, 34, 327-348, 2005",earthquake,PGA,m/s2,Analytical - Nonlinear Dynamic,Discrete,1,Failure,0.5 0.75 1 2 3 3.5 4 5 6 7,0 0 0 0.003 0.056 0.155 0.285 0.606 0.838 0.947,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"LupoiEtAl2005, FFMFF, 900-900.xml",
519,transportation system,RC bridge,LupoiEtAl2005,Europe,"Lupoi A., Franchin P., Pinto P.E., Monti G., Seismic design of bridges accounting for spatial variability of ground motion, Earthquake Engineering and Structural Dynamics, 34, 327-348, 2005",earthquake,PGA,m/s2,Analytical - Nonlinear Dynamic,Discrete,1,Failure,0.5 0.75 1 2 3 3.5 4 5 6 7,0 0 0 0.007 0.06 0.158 0.306 0.644 0.863 0.958,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"LupoiEtAl2005, FFMFF, 900-inf.xml",
520,transportation system,RC bridge,LupoiEtAl2005,Europe,"Lupoi A., Franchin P., Pinto P.E., Monti G., Seismic design of bridges accounting for spatial variability of ground motion, Earthquake Engineering and Structural Dynamics, 34, 327-348, 2005",earthquake,PGA,m/s2,Analytical - Nonlinear Dynamic,Discrete,1,Failure,0.5 0.75 1 2 3 3.5 4 5 6 7,0 0 0 0 0.007 0.021 0.059 0.196 0.417 0.632,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"LupoiEtAl2005, FFMFF, inf-300.xml",
521,transportation system,RC bridge,LupoiEtAl2005,Europe,"Lupoi A., Franchin P., Pinto P.E., Monti G., Seismic design of bridges accounting for spatial variability of ground motion, Earthquake Engineering and Structural Dynamics, 34, 327-348, 2005",earthquake,PGA,m/s2,Analytical - Nonlinear Dynamic,Discrete,1,Failure,0.5 0.75 1 2 3 3.5 4 5 6 7,0 0 0 0.017 0.168 0.291 0.477 0.793 0.944 0.982,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"LupoiEtAl2005, FFMFF, inf-900.xml",
522,transportation system,RC bridge,LupoiEtAl2005,Europe,"Lupoi A., Franchin P., Pinto P.E., Monti G., Seismic design of bridges accounting for spatial variability of ground motion, Earthquake Engineering and Structural Dynamics, 34, 327-348, 2005",earthquake,PGA,m/s2,Analytical - Nonlinear Dynamic,Discrete,1,Failure,0.5 0.75 1 2 3 3.5 4 5 6 7,0 0 0 0.014 0.151 0.277 0.446 0.782 0.929 0.975,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"LupoiEtAl2005, FFMFF, inf-inf.xml",
523,transportation system,RC bridge,LupoiEtAl2005,Europe,"Lupoi A., Franchin P., Pinto P.E., Monti G., Seismic design of bridges accounting for spatial variability of ground motion, Earthquake Engineering and Structural Dynamics, 34, 327-348, 2005",earthquake,PGA,m/s2,Analytical - Nonlinear Dynamic,Discrete,1,Failure,0.5 0.75 1 2 3 3.5 4 5 6 7,0 0 0 0.123 0.591 0.771 0.88 0.975 0.993 0.996,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"LupoiEtAl2005, FMFMF, 300-300.xml",
524,transportation system,RC bridge,LupoiEtAl2005,Europe,"Lupoi A., Franchin P., Pinto P.E., Monti G., Seismic design of bridges accounting for spatial variability of ground motion, Earthquake Engineering and Structural Dynamics, 34, 327-348, 2005",earthquake,PGA,m/s2,Analytical - Nonlinear Dynamic,Discrete,1,Failure,0.5 0.75 1 2 3 3.5 4 5 6 7,0 0 0 0.084 0.491 0.684 0.803 0.933 0.986 0.993,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"LupoiEtAl2005, FMFMF, 300-900.xml",
525,transportation system,RC bridge,LupoiEtAl2005,Europe,"Lupoi A., Franchin P., Pinto P.E., Monti G., Seismic design of bridges accounting for spatial variability of ground motion, Earthquake Engineering and Structural Dynamics, 34, 327-348, 2005",earthquake,PGA,m/s2,Analytical - Nonlinear Dynamic,Discrete,1,Failure,0.5 0.75 1 2 3 3.5 4 5 6 7,0 0 0 0.078 0.505 0.703 0.841 0.954 0.989 0.996,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"LupoiEtAl2005, FMFMF, 300-inf.xml",
526,transportation system,RC bridge,LupoiEtAl2005,Europe,"Lupoi A., Franchin P., Pinto P.E., Monti G., Seismic design of bridges accounting for spatial variability of ground motion, Earthquake Engineering and Structural Dynamics, 34, 327-348, 2005",earthquake,PGA,m/s2,Analytical - Nonlinear Dynamic,Discrete,1,Failure,0.5 0.75 1 2 3 3.5 4 5 6 7,0 0 0 0.021 0.239 0.429 0.616 0.838 0.944 0.982,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"LupoiEtAl2005, FMFMF, 900-300.xml",
527,transportation system,RC bridge,LupoiEtAl2005,Europe,"Lupoi A., Franchin P., Pinto P.E., Monti G., Seismic design of bridges accounting for spatial variability of ground motion, Earthquake Engineering and Structural Dynamics, 34, 327-348, 2005",earthquake,PGA,m/s2,Analytical - Nonlinear Dynamic,Discrete,1,Failure,0.5 0.75 1 2 3 3.5 4 5 6 7,0 0 0 0.056 0.338 0.556 0.732 0.926 0.972 0.996,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"LupoiEtAl2005, FMFMF, 900-900.xml",
528,transportation system,RC bridge,LupoiEtAl2005,Europe,"Lupoi A., Franchin P., Pinto P.E., Monti G., Seismic design of bridges accounting for spatial variability of ground motion, Earthquake Engineering and Structural Dynamics, 34, 327-348, 2005",earthquake,PGA,m/s2,Analytical - Nonlinear Dynamic,Discrete,1,Failure,0.5 0.75 1 2 3 3.5 4 5 6 7,0 0 0 0.049 0.338 0.496 0.648 0.852 0.958 0.982,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"LupoiEtAl2005, FMFMF, 900-inf.xml",
529,transportation system,RC bridge,LupoiEtAl2005,Europe,"Lupoi A., Franchin P., Pinto P.E., Monti G., Seismic design of bridges accounting for spatial variability of ground motion, Earthquake Engineering and Structural Dynamics, 34, 327-348, 2005",earthquake,PGA,m/s2,Analytical - Nonlinear Dynamic,Discrete,1,Failure,0.5 0.75 1 2 3 3.5 4 5 6 7,0 0 0 0.003 0.127 0.282 0.461 0.761 0.908 0.958,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"LupoiEtAl2005, FMFMF, inf-300.xml",
530,transportation system,RC bridge,LupoiEtAl2005,Europe,"Lupoi A., Franchin P., Pinto P.E., Monti G., Seismic design of bridges accounting for spatial variability of ground motion, Earthquake Engineering and Structural Dynamics, 34, 327-348, 2005",earthquake,PGA,m/s2,Analytical - Nonlinear Dynamic,Discrete,1,Failure,0.5 0.75 1 2 3 3.5 4 5 6 7,0 0 0 0.056 0.338 0.556 0.732 0.926 0.972 0.996,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"LupoiEtAl2005, FMFMF, inf-900.xml",
531,transportation system,RC bridge,LupoiEtAl2005,Europe,"Lupoi A., Franchin P., Pinto P.E., Monti G., Seismic design of bridges accounting for spatial variability of ground motion, Earthquake Engineering and Structural Dynamics, 34, 327-348, 2005",earthquake,PGA,m/s2,Analytical - Nonlinear Dynamic,Discrete,1,Failure,0.5 0.75 1 2 3 3.5 4 5 6 7,0 0 0 0.056 0.338 0.542 0.701 0.908 0.979 0.993,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"LupoiEtAl2005, FMFMF, inf-inf.xml",
532,transportation system,RC bridge,LupoiEtAl2005,Europe,"Lupoi A., Franchin P., Pinto P.E., Monti G., Seismic design of bridges accounting for spatial variability of ground motion, Earthquake Engineering and Structural Dynamics, 34, 327-348, 2005",earthquake,PGA,m/s2,Analytical - Nonlinear Dynamic,Discrete,1,Failure,0.5 0.75 1 2 3 3.5 4 5 6 7,0 0 0 0.021 0.161 0.351 0.561 0.859 0.958 0.986,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"LupoiEtAl2005, FMMMF, 300-300.xml",
533,transportation system,RC bridge,LupoiEtAl2005,Europe,"Lupoi A., Franchin P., Pinto P.E., Monti G., Seismic design of bridges accounting for spatial variability of ground motion, Earthquake Engineering and Structural Dynamics, 34, 327-348, 2005",earthquake,PGA,m/s2,Analytical - Nonlinear Dynamic,Discrete,1,Failure,0.5 0.75 1 2 3 3.5 4 5 6 7,0 0 0 0.042 0.263 0.456 0.639 0.891 0.975 0.999,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"LupoiEtAl2005, FMMMF, 300-900.xml",
534,transportation system,RC bridge,LupoiEtAl2005,Europe,"Lupoi A., Franchin P., Pinto P.E., Monti G., Seismic design of bridges accounting for spatial variability of ground motion, Earthquake Engineering and Structural Dynamics, 34, 327-348, 2005",earthquake,PGA,m/s2,Analytical - Nonlinear Dynamic,Discrete,1,Failure,0.5 0.75 1 2 3 3.5 4 5 6 7,0 0 0 0.025 0.225 0.429 0.63 0.891 0.972 0.997,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"LupoiEtAl2005, FMMMF, 300-inf.xml",
535,transportation system,RC bridge,LupoiEtAl2005,Europe,"Lupoi A., Franchin P., Pinto P.E., Monti G., Seismic design of bridges accounting for spatial variability of ground motion, Earthquake Engineering and Structural Dynamics, 34, 327-348, 2005",earthquake,PGA,m/s2,Analytical - Nonlinear Dynamic,Discrete,1,Failure,0.5 0.75 1 2 3 3.5 4 5 6 7,0 0 0 0.003 0.053 0.176 0.341 0.665 0.869 0.958,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"LupoiEtAl2005, FMMMF, 900-300.xml",
536,transportation system,RC bridge,LupoiEtAl2005,Europe,"Lupoi A., Franchin P., Pinto P.E., Monti G., Seismic design of bridges accounting for spatial variability of ground motion, Earthquake Engineering and Structural Dynamics, 34, 327-348, 2005",earthquake,PGA,m/s2,Analytical - Nonlinear Dynamic,Discrete,1,Failure,0.5 0.75 1 2 3 3.5 4 5 6 7,0 0 0 0.003 0.074 0.201 0.377 0.732 0.912 0.972,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"LupoiEtAl2005, FMMMF, 900-900.xml",
537,transportation system,RC bridge,LupoiEtAl2005,Europe,"Lupoi A., Franchin P., Pinto P.E., Monti G., Seismic design of bridges accounting for spatial variability of ground motion, Earthquake Engineering and Structural Dynamics, 34, 327-348, 2005",earthquake,PGA,m/s2,Analytical - Nonlinear Dynamic,Discrete,1,Failure,0.5 0.75 1 2 3 3.5 4 5 6 7,0 0 0 0.018 0.151 0.299 0.444 0.764 0.929 0.975,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"LupoiEtAl2005, FMMMF, 900-inf.xml",
538,transportation system,RC bridge,LupoiEtAl2005,Europe,"Lupoi A., Franchin P., Pinto P.E., Monti G., Seismic design of bridges accounting for spatial variability of ground motion, Earthquake Engineering and Structural Dynamics, 34, 327-348, 2005",earthquake,PGA,m/s2,Analytical - Nonlinear Dynamic,Discrete,1,Failure,0.5 0.75 1 2 3 3.5 4 5 6 7,0 0 0 0 0.003 0.011 0.046 0.194 0.429 0.687,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"LupoiEtAl2005, FMMMF, inf-300.xml",
539,transportation system,RC bridge,LupoiEtAl2005,Europe,"Lupoi A., Franchin P., Pinto P.E., Monti G., Seismic design of bridges accounting for spatial variability of ground motion, Earthquake Engineering and Structural Dynamics, 34, 327-348, 2005",earthquake,PGA,m/s2,Analytical - Nonlinear Dynamic,Discrete,1,Failure,0.5 0.75 1 2 3 3.5 4 5 6 7,0 0 0 0.018 0.151 0.285 0.461 0.768 0.929 0.972,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"LupoiEtAl2005, FMMMF, inf-900.xml",
540,transportation system,RC bridge,LupoiEtAl2005,Europe,"Lupoi A., Franchin P., Pinto P.E., Monti G., Seismic design of bridges accounting for spatial variability of ground motion, Earthquake Engineering and Structural Dynamics, 34, 327-348, 2005",earthquake,PGA,m/s2,Analytical - Nonlinear Dynamic,Discrete,1,Failure,0.5 0.75 1 2 3 3.5 4 5 6 7,0 0 0 0.01 0.102 0.271 0.447 0.768 0.929 0.986,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"LupoiEtAl2005, FMMMF, inf-inf.xml",
541,transportation system,RC bridge,Mander1999,USA,"Mander J.B., Fragility curve development for assessing the seismic vulnerability of highway bridges, University at Buffalo, State University of New York, 1999",earthquake,PGA,g,Analytical - Nonlinear Static,Lognormal,4,Slight,0.718,0.473,Moderate,0.946,0.623,Extensive,1.257,0.828,Complete,1.652,1.088,,,,,,,0.75,1,0.5,0.75,./assets/CLiP_TBA.PNG,Mander1999-Continuous concrete. No seismic design. California.xml,Standard_deviation
542,transportation system,RC bridge,Mander1999,USA,"Mander J.B., Fragility curve development for assessing the seismic vulnerability of highway bridges, University at Buffalo, State University of New York, 1999",earthquake,PGA,g,Analytical - Nonlinear Static,Lognormal,4,Slight,0.718,0.473,Moderate,0.946,0.623,Extensive,1.257,0.828,Complete,1.652,1.088,,,,,,,0.75,1,0.5,0.75,./assets/CLiP_TBA.PNG,Mander1999-Continuous concrete. No seismic design. No California.xml,Standard_deviation
543,transportation system,RC bridge,Mander1999,USA,"Mander J.B., Fragility curve development for assessing the seismic vulnerability of highway bridges, University at Buffalo, State University of New York, 1999",earthquake,PGA,g,Analytical - Nonlinear Static,Lognormal,4,Slight,1.089,0.717,Moderate,1.089,0.717,Extensive,1.257,0.828,Complete,1.652,1.088,,,,,,,0.75,1,0.5,0.75,./assets/CLiP_TBA.PNG,Mander1999-Continuous concrete. Seismic design.xml,Standard_deviation
544,transportation system,RC bridge,Mander1999,USA,"Mander J.B., Fragility curve development for assessing the seismic vulnerability of highway bridges, University at Buffalo, State University of New York, 1999",earthquake,PGA,g,Analytical - Nonlinear Static,Lognormal,4,Slight,0.91,0.599,Moderate,0.91,0.599,Extensive,0.91,0.599,Complete,1.245,0.82,,,,,,,0.75,1,0.5,0.75,./assets/CLiP_TBA.PNG,Mander1999-Continuous steel. No seismic design. California.xml,Standard_deviation
545,transportation system,RC bridge,Mander1999,USA,"Mander J.B., Fragility curve development for assessing the seismic vulnerability of highway bridges, University at Buffalo, State University of New York, 1999",earthquake,PGA,g,Analytical - Nonlinear Static,Lognormal,4,Slight,0.91,0.599,Moderate,0.91,0.599,Extensive,0.91,0.599,Complete,1.245,0.82,,,,,,,0.75,1,0.5,0.75,./assets/CLiP_TBA.PNG,Mander1999-Continuous steel. No seismic design. No California.xml,Standard_deviation
546,transportation system,RC bridge,Mander1999,USA,"Mander J.B., Fragility curve development for assessing the seismic vulnerability of highway bridges, University at Buffalo, State University of New York, 1999",earthquake,PGA,g,Analytical - Nonlinear Static,Lognormal,4,Slight,1.089,0.717,Moderate,1.089,0.717,Extensive,1.257,0.828,Complete,1.652,1.088,,,,,,,0.75,1,0.5,0.75,./assets/CLiP_TBA.PNG,Mander1999-Continuous steel. Seismic design.xml,Standard_deviation
547,transportation system,RC bridge,Mander1999,USA,"Mander J.B., Fragility curve development for assessing the seismic vulnerability of highway bridges, University at Buffalo, State University of New York, 1999",earthquake,PGA,g,Analytical - Nonlinear Static,Lognormal,4,Slight,0.479,0.315,Moderate,0.599,0.394,Extensive,0.718,0.473,Complete,0.958,0.63,,,,,,,0.75,1,0.5,0.75,./assets/CLiP_TBA.PNG,Mander1999-Major bridges. No seismic design. California.xml,Standard_deviation
